PROJECT_NAME: scrapy
Removing env/lib/python3.8/site-packages/_pytest/_code/code.py
Removing env/lib/python3.8/site-packages/_pytest/_code/source.py
Removing env/lib/python3.8/site-packages/_pytest/_io/__init__.py
Removing env/lib/python3.8/site-packages/_pytest/_io/saferepr.py
Removing env/lib/python3.8/site-packages/_pytest/_version.py
Removing env/lib/python3.8/site-packages/_pytest/assertion/__init__.py
Removing env/lib/python3.8/site-packages/_pytest/assertion/rewrite.py
Removing env/lib/python3.8/site-packages/_pytest/assertion/truncate.py
Removing env/lib/python3.8/site-packages/_pytest/assertion/util.py
Removing env/lib/python3.8/site-packages/_pytest/cacheprovider.py
Removing env/lib/python3.8/site-packages/_pytest/capture.py
Removing env/lib/python3.8/site-packages/_pytest/compat.py
Removing env/lib/python3.8/site-packages/_pytest/config/__init__.py
Removing env/lib/python3.8/site-packages/_pytest/config/argparsing.py
Removing env/lib/python3.8/site-packages/_pytest/config/exceptions.py
Removing env/lib/python3.8/site-packages/_pytest/config/findpaths.py
Removing env/lib/python3.8/site-packages/_pytest/debugging.py
Removing env/lib/python3.8/site-packages/_pytest/deprecated.py
Removing env/lib/python3.8/site-packages/_pytest/doctest.py
Removing env/lib/python3.8/site-packages/_pytest/faulthandler.py
Removing env/lib/python3.8/site-packages/_pytest/fixtures.py
Removing env/lib/python3.8/site-packages/_pytest/freeze_support.py
Removing env/lib/python3.8/site-packages/_pytest/helpconfig.py
Removing env/lib/python3.8/site-packages/_pytest/hookspec.py
Removing env/lib/python3.8/site-packages/_pytest/junitxml.py
Removing env/lib/python3.8/site-packages/_pytest/logging.py
Removing env/lib/python3.8/site-packages/_pytest/main.py
Removing env/lib/python3.8/site-packages/_pytest/mark/__init__.py
Removing env/lib/python3.8/site-packages/_pytest/mark/evaluate.py
Removing env/lib/python3.8/site-packages/_pytest/mark/legacy.py
Removing env/lib/python3.8/site-packages/_pytest/mark/structures.py
Removing env/lib/python3.8/site-packages/_pytest/monkeypatch.py
Removing env/lib/python3.8/site-packages/_pytest/nodes.py
Removing env/lib/python3.8/site-packages/_pytest/nose.py
Removing env/lib/python3.8/site-packages/_pytest/outcomes.py
Removing env/lib/python3.8/site-packages/_pytest/pastebin.py
Removing env/lib/python3.8/site-packages/_pytest/pathlib.py
Removing env/lib/python3.8/site-packages/_pytest/pytester.py
Removing env/lib/python3.8/site-packages/_pytest/python.py
Removing env/lib/python3.8/site-packages/_pytest/python_api.py
Removing env/lib/python3.8/site-packages/_pytest/recwarn.py
Removing env/lib/python3.8/site-packages/_pytest/reports.py
Removing env/lib/python3.8/site-packages/_pytest/resultlog.py
Removing env/lib/python3.8/site-packages/_pytest/runner.py
Removing env/lib/python3.8/site-packages/_pytest/setuponly.py
Removing env/lib/python3.8/site-packages/_pytest/setupplan.py
Removing env/lib/python3.8/site-packages/_pytest/skipping.py
Removing env/lib/python3.8/site-packages/_pytest/stepwise.py
Removing env/lib/python3.8/site-packages/_pytest/store.py
Removing env/lib/python3.8/site-packages/_pytest/terminal.py
Removing env/lib/python3.8/site-packages/_pytest/tmpdir.py
Removing env/lib/python3.8/site-packages/_pytest/unittest.py
Removing env/lib/python3.8/site-packages/_pytest/warning_types.py
Removing env/lib/python3.8/site-packages/_pytest/warnings.py
Removing env/lib/python3.8/site-packages/_ruamel_yaml.cpython-38-x86_64-linux-gnu.so
Removing env/lib/python3.8/site-packages/appdirs-1.4.4.dist-info/
Removing env/lib/python3.8/site-packages/appdirs.py
Removing env/lib/python3.8/site-packages/asgiref-3.3.1.dist-info/
Removing env/lib/python3.8/site-packages/asgiref/__init__.py
Removing env/lib/python3.8/site-packages/asgiref/compatibility.py
Removing env/lib/python3.8/site-packages/asgiref/current_thread_executor.py
Removing env/lib/python3.8/site-packages/asgiref/local.py
Removing env/lib/python3.8/site-packages/asgiref/server.py
Removing env/lib/python3.8/site-packages/asgiref/sync.py
Removing env/lib/python3.8/site-packages/asgiref/testing.py
Removing env/lib/python3.8/site-packages/asgiref/timeout.py
Removing env/lib/python3.8/site-packages/asgiref/wsgi.py
Removing env/lib/python3.8/site-packages/atomicwrites-1.4.0.dist-info/
Removing env/lib/python3.8/site-packages/atomicwrites/__init__.py
Removing env/lib/python3.8/site-packages/attr/__init__.py
Removing env/lib/python3.8/site-packages/attr/__init__.pyi
Removing env/lib/python3.8/site-packages/attr/_compat.py
Removing env/lib/python3.8/site-packages/attr/_config.py
Removing env/lib/python3.8/site-packages/attr/_funcs.py
Removing env/lib/python3.8/site-packages/attr/_make.py
Removing env/lib/python3.8/site-packages/attr/_version_info.py
Removing env/lib/python3.8/site-packages/attr/_version_info.pyi
Removing env/lib/python3.8/site-packages/attr/converters.py
Removing env/lib/python3.8/site-packages/attr/converters.pyi
Removing env/lib/python3.8/site-packages/attr/exceptions.py
Removing env/lib/python3.8/site-packages/attr/exceptions.pyi
Removing env/lib/python3.8/site-packages/attr/filters.py
Removing env/lib/python3.8/site-packages/attr/filters.pyi
Removing env/lib/python3.8/site-packages/attr/py.typed
Removing env/lib/python3.8/site-packages/attr/validators.py
Removing env/lib/python3.8/site-packages/attr/validators.pyi
Removing env/lib/python3.8/site-packages/attrs-19.3.0.dist-info/
Removing env/lib/python3.8/site-packages/automat/__init__.py
Removing env/lib/python3.8/site-packages/automat/_core.py
Removing env/lib/python3.8/site-packages/automat/_discover.py
Removing env/lib/python3.8/site-packages/automat/_introspection.py
Removing env/lib/python3.8/site-packages/automat/_methodical.py
Removing env/lib/python3.8/site-packages/automat/_test/__init__.py
Removing env/lib/python3.8/site-packages/automat/_test/test_core.py
Removing env/lib/python3.8/site-packages/automat/_test/test_discover.py
Removing env/lib/python3.8/site-packages/automat/_test/test_methodical.py
Removing env/lib/python3.8/site-packages/automat/_test/test_trace.py
Removing env/lib/python3.8/site-packages/automat/_test/test_visualize.py
Removing env/lib/python3.8/site-packages/automat/_visualize.py
Removing env/lib/python3.8/site-packages/bcrypt-3.1.7.dist-info/
Removing env/lib/python3.8/site-packages/bcrypt/__about__.py
Removing env/lib/python3.8/site-packages/bcrypt/__init__.py
Removing env/lib/python3.8/site-packages/bcrypt/_bcrypt.abi3.so
Removing env/lib/python3.8/site-packages/blinker/__init__.py
Removing env/lib/python3.8/site-packages/blinker/_saferef.py
Removing env/lib/python3.8/site-packages/blinker/_utilities.py
Removing env/lib/python3.8/site-packages/blinker/base.py
Removing env/lib/python3.8/site-packages/brotli.py
Removing env/lib/python3.8/site-packages/certifi-2020.12.5.dist-info/
Removing env/lib/python3.8/site-packages/certifi/__init__.py
Removing env/lib/python3.8/site-packages/certifi/__main__.py
Removing env/lib/python3.8/site-packages/certifi/cacert.pem
Removing env/lib/python3.8/site-packages/certifi/core.py
Removing env/lib/python3.8/site-packages/cffi-1.14.0.dist-info/
Removing env/lib/python3.8/site-packages/cffi/__init__.py
Removing env/lib/python3.8/site-packages/cffi/_cffi_errors.h
Removing env/lib/python3.8/site-packages/cffi/_cffi_include.h
Removing env/lib/python3.8/site-packages/cffi/_embedding.h
Removing env/lib/python3.8/site-packages/cffi/api.py
Removing env/lib/python3.8/site-packages/cffi/backend_ctypes.py
Removing env/lib/python3.8/site-packages/cffi/cffi_opcode.py
Removing env/lib/python3.8/site-packages/cffi/commontypes.py
Removing env/lib/python3.8/site-packages/cffi/cparser.py
Removing env/lib/python3.8/site-packages/cffi/error.py
Removing env/lib/python3.8/site-packages/cffi/ffiplatform.py
Removing env/lib/python3.8/site-packages/cffi/lock.py
Removing env/lib/python3.8/site-packages/cffi/model.py
Removing env/lib/python3.8/site-packages/cffi/parse_c_type.h
Removing env/lib/python3.8/site-packages/cffi/pkgconfig.py
Removing env/lib/python3.8/site-packages/cffi/recompiler.py
Removing env/lib/python3.8/site-packages/cffi/setuptools_ext.py
Removing env/lib/python3.8/site-packages/cffi/vengine_cpy.py
Removing env/lib/python3.8/site-packages/cffi/vengine_gen.py
Removing env/lib/python3.8/site-packages/cffi/verifier.py
Removing env/lib/python3.8/site-packages/click-7.1.2.dist-info/
Removing env/lib/python3.8/site-packages/click/__init__.py
Removing env/lib/python3.8/site-packages/click/_bashcomplete.py
Removing env/lib/python3.8/site-packages/click/_compat.py
Removing env/lib/python3.8/site-packages/click/_termui_impl.py
Removing env/lib/python3.8/site-packages/click/_textwrap.py
Removing env/lib/python3.8/site-packages/click/_unicodefun.py
Removing env/lib/python3.8/site-packages/click/_winconsole.py
Removing env/lib/python3.8/site-packages/click/core.py
Removing env/lib/python3.8/site-packages/click/decorators.py
Removing env/lib/python3.8/site-packages/click/exceptions.py
Removing env/lib/python3.8/site-packages/click/formatting.py
Removing env/lib/python3.8/site-packages/click/globals.py
Removing env/lib/python3.8/site-packages/click/parser.py
Removing env/lib/python3.8/site-packages/click/termui.py
Removing env/lib/python3.8/site-packages/click/testing.py
Removing env/lib/python3.8/site-packages/click/types.py
Removing env/lib/python3.8/site-packages/click/utils.py
Removing env/lib/python3.8/site-packages/colorama-0.4.3.dist-info/
Removing env/lib/python3.8/site-packages/colorama/__init__.py
Removing env/lib/python3.8/site-packages/colorama/ansi.py
Removing env/lib/python3.8/site-packages/colorama/ansitowin32.py
Removing env/lib/python3.8/site-packages/colorama/initialise.py
Removing env/lib/python3.8/site-packages/colorama/win32.py
Removing env/lib/python3.8/site-packages/colorama/winterm.py
Removing env/lib/python3.8/site-packages/constantly-15.1.0.dist-info/
Removing env/lib/python3.8/site-packages/constantly/__init__.py
Removing env/lib/python3.8/site-packages/constantly/_constants.py
Removing env/lib/python3.8/site-packages/constantly/_version.py
Removing env/lib/python3.8/site-packages/cryptography-2.9.2.dist-info/
Removing env/lib/python3.8/site-packages/cryptography/__about__.py
Removing env/lib/python3.8/site-packages/cryptography/__init__.py
Removing env/lib/python3.8/site-packages/cryptography/exceptions.py
Removing env/lib/python3.8/site-packages/cryptography/fernet.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/__init__.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/_der.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/_oid.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/backends/__init__.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/backends/interfaces.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/backends/openssl/__init__.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/backends/openssl/aead.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/backends/openssl/backend.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/backends/openssl/ciphers.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/backends/openssl/cmac.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/backends/openssl/decode_asn1.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/backends/openssl/dh.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/backends/openssl/dsa.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/backends/openssl/ec.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/backends/openssl/ed25519.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/backends/openssl/ed448.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/backends/openssl/encode_asn1.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/backends/openssl/hashes.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/backends/openssl/hmac.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/backends/openssl/ocsp.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/backends/openssl/poly1305.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/backends/openssl/rsa.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/backends/openssl/utils.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/backends/openssl/x25519.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/backends/openssl/x448.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/backends/openssl/x509.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/bindings/__init__.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/bindings/_constant_time.abi3.so
Removing env/lib/python3.8/site-packages/cryptography/hazmat/bindings/_openssl.abi3.so
Removing env/lib/python3.8/site-packages/cryptography/hazmat/bindings/_padding.abi3.so
Removing env/lib/python3.8/site-packages/cryptography/hazmat/bindings/openssl/__init__.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/bindings/openssl/_conditional.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/bindings/openssl/binding.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/primitives/__init__.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/primitives/asymmetric/__init__.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/primitives/asymmetric/dh.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/primitives/asymmetric/dsa.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/primitives/asymmetric/ec.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/primitives/asymmetric/ed25519.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/primitives/asymmetric/ed448.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/primitives/asymmetric/padding.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/primitives/asymmetric/rsa.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/primitives/asymmetric/utils.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/primitives/asymmetric/x25519.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/primitives/asymmetric/x448.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/primitives/ciphers/__init__.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/primitives/ciphers/aead.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/primitives/ciphers/algorithms.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/primitives/ciphers/base.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/primitives/ciphers/modes.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/primitives/cmac.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/primitives/constant_time.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/primitives/hashes.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/primitives/hmac.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/primitives/kdf/__init__.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/primitives/kdf/concatkdf.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/primitives/kdf/hkdf.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/primitives/kdf/kbkdf.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/primitives/kdf/pbkdf2.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/primitives/kdf/scrypt.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/primitives/kdf/x963kdf.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/primitives/keywrap.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/primitives/padding.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/primitives/poly1305.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/primitives/serialization/__init__.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/primitives/serialization/base.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/primitives/serialization/pkcs12.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/primitives/serialization/ssh.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/primitives/twofactor/__init__.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/primitives/twofactor/hotp.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/primitives/twofactor/totp.py
Removing env/lib/python3.8/site-packages/cryptography/hazmat/primitives/twofactor/utils.py
Removing env/lib/python3.8/site-packages/cryptography/utils.py
Removing env/lib/python3.8/site-packages/cryptography/x509/__init__.py
Removing env/lib/python3.8/site-packages/cryptography/x509/base.py
Removing env/lib/python3.8/site-packages/cryptography/x509/certificate_transparency.py
Removing env/lib/python3.8/site-packages/cryptography/x509/extensions.py
Removing env/lib/python3.8/site-packages/cryptography/x509/general_name.py
Removing env/lib/python3.8/site-packages/cryptography/x509/name.py
Removing env/lib/python3.8/site-packages/cryptography/x509/ocsp.py
Removing env/lib/python3.8/site-packages/cryptography/x509/oid.py
Removing env/lib/python3.8/site-packages/cssselect-1.1.0.dist-info/
Removing env/lib/python3.8/site-packages/cssselect/__init__.py
Removing env/lib/python3.8/site-packages/cssselect/parser.py
Removing env/lib/python3.8/site-packages/cssselect/xpath.py
Removing env/lib/python3.8/site-packages/defusedxml-0.6.0.dist-info/
Removing env/lib/python3.8/site-packages/defusedxml/ElementTree.py
Removing env/lib/python3.8/site-packages/defusedxml/__init__.py
Removing env/lib/python3.8/site-packages/defusedxml/cElementTree.py
Removing env/lib/python3.8/site-packages/defusedxml/common.py
Removing env/lib/python3.8/site-packages/defusedxml/expatbuilder.py
